ClassName,NormalizedClassName,LessonType,FullDate,SessionID,SessionStart,SessionEnd,NumberOfTimeBlocks,SessionDurationMinutes,WeekdayName,SessionStartTime,SessionEndTime,SessionSlot,ExpectedStudents,PresentStudents,AttendanceRate,AttendancePercentage
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-03-30,advanced software development ii_20260330_1,2026-03-30 09:15:00,2026-03-30 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,1,0.0625,6.25
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-01,advanced software development ii_20260401_1,2026-04-01 13:30:00,2026-04-01 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,5,0.10869565217391304,10.869565217391305
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-03,advanced software development ii_20260403_1,2026-04-03 13:30:00,2026-04-03 16:45:00,1,195.0,Friday,13:30,16:45,Friday 13:30-16:45,49,7,0.14285714285714285,14.285714285714285
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-20,advanced software development ii_20260420_1,2026-04-20 09:15:00,2026-04-20 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,2,0.125,12.5
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-22,advanced software development ii_20260422_1,2026-04-22 13:30:00,2026-04-22 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,13,0.2826086956521739,28.26086956521739
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-24,advanced software development ii_20260424_1,2026-04-24 13:30:00,2026-04-24 17:45:00,1,255.0,Friday,13:30,17:45,Friday 13:30-17:45,49,4,0.08163265306122448,8.16326530612245
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-27,advanced software development ii_20260427_1,2026-04-27 09:15:00,2026-04-27 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,0,0.0,0.0
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-04-29,advanced software development ii_20260429_1,2026-04-29 13:30:00,2026-04-29 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,10,0.21739130434782608,21.73913043478261
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-04,advanced software development ii_20260504_1,2026-05-04 09:15:00,2026-05-04 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,1,0.0625,6.25
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-06,advanced software development ii_20260506_1,2026-05-06 13:30:00,2026-05-06 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,8,0.17391304347826086,17.391304347826086
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-08,advanced software development ii_20260508_1,2026-05-08 13:30:00,2026-05-08 17:45:00,1,255.0,Friday,13:30,17:45,Friday 13:30-17:45,49,9,0.1836734693877551,18.367346938775512
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-11,advanced software development ii_20260511_1,2026-05-11 09:15:00,2026-05-11 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,0,0.0,0.0
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-13,advanced software development ii_20260513_1,2026-05-13 13:30:00,2026-05-13 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,1,0.021739130434782608,2.1739130434782608
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-18,advanced software development ii_20260518_1,2026-05-18 09:15:00,2026-05-18 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,16,0,0.0,0.0
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-20,advanced software development ii_20260520_1,2026-05-20 13:30:00,2026-05-20 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,46,1,0.021739130434782608,2.1739130434782608
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-05-22,advanced software development ii_20260522_1,2026-05-22 13:30:00,2026-05-22 16:45:00,1,195.0,Friday,13:30,16:45,Friday 13:30-16:45,49,1,0.02040816326530612,2.0408163265306123
Advanced Software Development II,advanced software development ii,Gewoon vak,2026-06-12,advanced software development ii_20260612_1,2026-06-12 12:30:00,2026-06-12 14:30:00,1,120.0,Friday,12:30,14:30,Friday 12:30-14:30,111,0,0.0,0.0
Big Data Processing,big data processing,Gewoon vak,2026-02-11,big data processing_20260211_1,2026-02-11 10:30:00,2026-02-11 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,24,0.3380281690140845,33.80281690140845
Big Data Processing,big data processing,Gewoon vak,2026-02-11,big data processing_20260211_2,2026-02-11 13:30:00,2026-02-11 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,21,0.25925925925925924,25.925925925925924
Big Data Processing,big data processing,Gewoon vak,2026-02-18,big data processing_20260218_1,2026-02-18 10:30:00,2026-02-18 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,20,0.28169014084507044,28.169014084507044
Big Data Processing,big data processing,Gewoon vak,2026-02-18,big data processing_20260218_2,2026-02-18 13:30:00,2026-02-18 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,16,0.19753086419753085,19.753086419753085
Big Data Processing,big data processing,Gewoon vak,2026-02-25,big data processing_20260225_1,2026-02-25 10:30:00,2026-02-25 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,13,0.18309859154929578,18.30985915492958
Big Data Processing,big data processing,Gewoon vak,2026-02-25,big data processing_20260225_2,2026-02-25 13:30:00,2026-02-25 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,13,0.16049382716049382,16.049382716049383
Big Data Processing,big data processing,Gewoon vak,2026-03-04,big data processing_20260304_1,2026-03-04 10:30:00,2026-03-04 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,11,0.15492957746478872,15.492957746478872
Big Data Processing,big data processing,Gewoon vak,2026-03-04,big data processing_20260304_2,2026-03-04 13:30:00,2026-03-04 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,10,0.12345679012345678,12.345679012345679
Big Data Processing,big data processing,Gewoon vak,2026-03-11,big data processing_20260311_1,2026-03-11 10:30:00,2026-03-11 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,10,0.14084507042253522,14.084507042253522
Big Data Processing,big data processing,Gewoon vak,2026-03-11,big data processing_20260311_2,2026-03-11 13:30:00,2026-03-11 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,7,0.08641975308641975,8.641975308641975
Big Data Processing,big data processing,Gewoon vak,2026-03-18,big data processing_20260318_1,2026-03-18 10:30:00,2026-03-18 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,5,0.07042253521126761,7.042253521126761
Big Data Processing,big data processing,Gewoon vak,2026-03-18,big data processing_20260318_2,2026-03-18 13:30:00,2026-03-18 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,9,0.1111111111111111,11.11111111111111
Big Data Processing,big data processing,Gewoon vak,2026-03-25,big data processing_20260325_1,2026-03-25 10:30:00,2026-03-25 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,10,0.14084507042253522,14.084507042253522
Big Data Processing,big data processing,Gewoon vak,2026-03-25,big data processing_20260325_2,2026-03-25 13:30:00,2026-03-25 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,7,0.08641975308641975,8.641975308641975
Big Data Processing,big data processing,Gewoon vak,2026-04-01,big data processing_20260401_1,2026-04-01 10:30:00,2026-04-01 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,7,0.09859154929577464,9.859154929577464
Big Data Processing,big data processing,Gewoon vak,2026-04-01,big data processing_20260401_2,2026-04-01 13:30:00,2026-04-01 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,5,0.06172839506172839,6.172839506172839
Big Data Processing,big data processing,Gewoon vak,2026-04-22,big data processing_20260422_1,2026-04-22 10:30:00,2026-04-22 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,6,0.08450704225352113,8.450704225352112
Big Data Processing,big data processing,Gewoon vak,2026-04-22,big data processing_20260422_2,2026-04-22 13:30:00,2026-04-22 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,8,0.09876543209876543,9.876543209876543
Big Data Processing,big data processing,Gewoon vak,2026-04-29,big data processing_20260429_1,2026-04-29 10:30:00,2026-04-29 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,5,0.07042253521126761,7.042253521126761
Big Data Processing,big data processing,Gewoon vak,2026-04-29,big data processing_20260429_2,2026-04-29 13:30:00,2026-04-29 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,7,0.08641975308641975,8.641975308641975
Big Data Processing,big data processing,Gewoon vak,2026-05-06,big data processing_20260506_1,2026-05-06 10:30:00,2026-05-06 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,6,0.08450704225352113,8.450704225352112
Big Data Processing,big data processing,Gewoon vak,2026-05-06,big data processing_20260506_2,2026-05-06 13:30:00,2026-05-06 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,6,0.07407407407407407,7.4074074074074066
Big Data Processing,big data processing,Gewoon vak,2026-05-13,big data processing_20260513_1,2026-05-13 10:30:00,2026-05-13 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,5,0.07042253521126761,7.042253521126761
Big Data Processing,big data processing,Gewoon vak,2026-05-13,big data processing_20260513_2,2026-05-13 13:30:00,2026-05-13 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,5,0.06172839506172839,6.172839506172839
Big Data Processing,big data processing,Gewoon vak,2026-05-20,big data processing_20260520_1,2026-05-20 10:30:00,2026-05-20 12:30:00,1,120.0,Wednesday,10:30,12:30,Wednesday 10:30-12:30,71,1,0.014084507042253521,1.4084507042253522
Big Data Processing,big data processing,Gewoon vak,2026-05-20,big data processing_20260520_2,2026-05-20 13:30:00,2026-05-20 15:30:00,1,120.0,Wednesday,13:30,15:30,Wednesday 13:30-15:30,81,0,0.0,0.0
Business & Management,business management,Gewoon vak,2026-02-09,business management_20260209_1,2026-02-09 08:15:00,2026-02-09 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,47,0.44339622641509435,44.339622641509436
Business & Management,business management,Gewoon vak,2026-02-09,business management_20260209_2,2026-02-09 13:30:00,2026-02-09 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,96,0.39669421487603307,39.66942148760331
Business & Management,business management,Gewoon vak,2026-02-12,business management_20260212_1,2026-02-12 08:15:00,2026-02-12 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,79,0.33905579399141633,33.90557939914164
Business & Management,business management,Gewoon vak,2026-02-19,business management_20260219_1,2026-02-19 08:15:00,2026-02-19 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,62,0.26609442060085836,26.609442060085836
Business & Management,business management,Gewoon vak,2026-02-23,business management_20260223_1,2026-02-23 08:15:00,2026-02-23 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,44,0.41509433962264153,41.509433962264154
Business & Management,business management,Gewoon vak,2026-02-23,business management_20260223_2,2026-02-23 13:30:00,2026-02-23 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,89,0.3677685950413223,36.77685950413223
Business & Management,business management,Gewoon vak,2026-02-26,business management_20260226_1,2026-02-26 08:15:00,2026-02-26 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,88,0.3776824034334764,37.76824034334764
Business & Management,business management,Gewoon vak,2026-03-02,business management_20260302_1,2026-03-02 08:15:00,2026-03-02 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,48,0.4528301886792453,45.28301886792453
Business & Management,business management,Gewoon vak,2026-03-02,business management_20260302_2,2026-03-02 13:30:00,2026-03-02 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,95,0.3925619834710744,39.25619834710744
Business & Management,business management,Gewoon vak,2026-03-05,business management_20260305_1,2026-03-05 08:15:00,2026-03-05 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,83,0.3562231759656652,35.622317596566525
Business & Management,business management,Gewoon vak,2026-03-09,business management_20260309_1,2026-03-09 08:15:00,2026-03-09 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,43,0.4056603773584906,40.56603773584906
Business & Management,business management,Gewoon vak,2026-03-09,business management_20260309_2,2026-03-09 13:30:00,2026-03-09 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,82,0.33884297520661155,33.88429752066116
Business & Management,business management,Gewoon vak,2026-03-12,business management_20260312_1,2026-03-12 08:15:00,2026-03-12 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,71,0.30472103004291845,30.472103004291846
Business & Management,business management,Gewoon vak,2026-03-16,business management_20260316_1,2026-03-16 08:15:00,2026-03-16 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,163,0,0.0,0.0
Business & Management,business management,Gewoon vak,2026-03-16,business management_20260316_2,2026-03-16 13:30:00,2026-03-16 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,41,0.16942148760330578,16.94214876033058
Business & Management,business management,Gewoon vak,2026-03-19,business management_20260319_1,2026-03-19 08:15:00,2026-03-19 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,72,0.3090128755364807,30.90128755364807
Business & Management,business management,Gewoon vak,2026-03-23,business management_20260323_1,2026-03-23 08:15:00,2026-03-23 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,41,0.3867924528301887,38.67924528301887
Business & Management,business management,Gewoon vak,2026-03-23,business management_20260323_2,2026-03-23 13:30:00,2026-03-23 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,83,0.34297520661157027,34.29752066115703
Business & Management,business management,Gewoon vak,2026-03-26,business management_20260326_1,2026-03-26 08:15:00,2026-03-26 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,78,0.33476394849785407,33.47639484978541
Business & Management,business management,Gewoon vak,2026-03-30,business management_20260330_1,2026-03-30 08:15:00,2026-03-30 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,35,0.330188679245283,33.0188679245283
Business & Management,business management,Gewoon vak,2026-03-30,business management_20260330_2,2026-03-30 13:30:00,2026-03-30 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,52,0.21487603305785125,21.487603305785125
Business & Management,business management,Gewoon vak,2026-04-02,business management_20260402_1,2026-04-02 08:15:00,2026-04-02 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,75,0.3218884120171674,32.18884120171674
Business & Management,business management,Gewoon vak,2026-04-20,business management_20260420_1,2026-04-20 08:15:00,2026-04-20 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,41,0.3867924528301887,38.67924528301887
Business & Management,business management,Gewoon vak,2026-04-20,business management_20260420_2,2026-04-20 13:30:00,2026-04-20 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,59,0.24380165289256198,24.380165289256198
Business & Management,business management,Gewoon vak,2026-04-23,business management_20260423_1,2026-04-23 08:15:00,2026-04-23 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,83,0.3562231759656652,35.622317596566525
Business & Management,business management,Gewoon vak,2026-04-27,business management_20260427_1,2026-04-27 08:15:00,2026-04-27 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,35,0.330188679245283,33.0188679245283
Business & Management,business management,Gewoon vak,2026-04-27,business management_20260427_2,2026-04-27 13:30:00,2026-04-27 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,67,0.2768595041322314,27.685950413223143
Business & Management,business management,Gewoon vak,2026-04-30,business management_20260430_1,2026-04-30 08:15:00,2026-04-30 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,62,0.26609442060085836,26.609442060085836
Business & Management,business management,Gewoon vak,2026-05-04,business management_20260504_1,2026-05-04 08:15:00,2026-05-04 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,20,0.18867924528301888,18.867924528301888
Business & Management,business management,Gewoon vak,2026-05-04,business management_20260504_2,2026-05-04 13:30:00,2026-05-04 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,51,0.21074380165289255,21.074380165289256
Business & Management,business management,Gewoon vak,2026-05-07,business management_20260507_1,2026-05-07 08:15:00,2026-05-07 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,76,0.3261802575107296,32.61802575107296
Business & Management,business management,Gewoon vak,2026-05-11,business management_20260511_1,2026-05-11 08:15:00,2026-05-11 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,28,0.2641509433962264,26.41509433962264
Business & Management,business management,Gewoon vak,2026-05-11,business management_20260511_2,2026-05-11 13:30:00,2026-05-11 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,51,0.21074380165289255,21.074380165289256
Business & Management,business management,Gewoon vak,2026-05-18,business management_20260518_1,2026-05-18 08:15:00,2026-05-18 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,106,7,0.0660377358490566,6.60377358490566
Business & Management,business management,Gewoon vak,2026-05-18,business management_20260518_2,2026-05-18 13:30:00,2026-05-18 17:45:00,2,255.0,Monday,13:30,17:45,Monday 13:30-17:45,242,4,0.01652892561983471,1.6528925619834711
Business & Management,business management,Gewoon vak,2026-05-21,business management_20260521_1,2026-05-21 08:15:00,2026-05-21 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,233,17,0.07296137339055794,7.296137339055794
Business Processes Advanced & Business Intelligence,business processes advanced business intelligence,Gewoon vak,2025-09-24,business processes advanced business intelligence_20250924_1,2025-09-24 08:15:00,2025-09-24 10:15:00,1,120.0,Wednesday,08:15,10:15,Wednesday 08:15-10:15,12,0,0.0,0.0
Business Processes Advanced & Business Intelligence,business processes advanced business intelligence,Gewoon vak,2025-10-01,business processes advanced business intelligence_20251001_1,2025-10-01 08:15:00,2025-10-01 12:30:00,2,255.0,Wednesday,08:15,12:30,Wednesday 08:15-12:30,12,2,0.16666666666666666,16.666666666666664
Business Processes Advanced & Business Intelligence,business processes advanced business intelligence,Gewoon vak,2025-10-08,business processes advanced business intelligence_20251008_1,2025-10-08 08:15:00,2025-10-08 12:30:00,2,255.0,Wednesday,08:15,12:30,Wednesday 08:15-12:30,12,0,0.0,0.0
